"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
153,"G_M169",24,94,"FILLER1","Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger.","Was half a million livres considered a significant amount of money?",1,3241.48,6127.9,"g",24,206,NA,202,241,173,NA,NA,194,231,NA,207,208,214,NA,171,NA,175,549,NA,NA,NA,NA,NA,NA,NA,328,0,498,241,173,0,0,261,231,0,207,208,214,0,171,0,175,549,0,0,0,0,0,0,0,513,0,498,241,173,275,0,411,460,0,315,208,443,237,337,184,175,549,0,0,0,0,0,0,0,0,NA,0,0,0,1,NA,1,0,NA,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,1,1,NA,0,1,0,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",62,95,"FILLER1","When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor.","Do frequent travellers sometimes pile clean bath towels on the bathroom floor before checking out of a hotel?",1,5850.06,4871.66,"g",62,206,187,297,188,NA,190,NA,108,217,191,292,230,NA,419,NA,452,174,106,NA,210,NA,194,NA,NA,NA,206,187,297,188,0,190,0,108,217,191,292,230,0,419,0,452,174,106,0,210,0,194,0,0,0,206,187,297,188,311,190,0,381,217,191,292,230,0,419,0,452,174,106,0,210,0,194,0,0,0,NA,0,0,0,1,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,1,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA
153,"G_M169",7,96,"FILLER1","Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth has some intersting sidebars.","What makes water boatman distinctive?",1,2292.9,8605.42,"g",7,161,199,331,NA,238,156,220,303,236,236,NA,252,265,NA,NA,163,243,NA,187,249,NA,163,480,NA,NA,350,199,331,0,238,156,220,303,236,236,0,252,265,0,0,163,243,0,187,249,0,163,480,0,0,350,199,553,0,238,336,220,303,236,236,0,468,265,695,0,331,494,205,377,585,145,607,753,0,0,0,0,1,NA,0,0,0,0,0,0,NA,1,0,1,NA,1,1,1,1,0,0,1,0,NA,NA,0,0,0,NA,0,1,0,0,0,0,NA,0,0,NA,NA,1,0,NA,0,0,NA,0,1,NA,NA
153,"G_M169",14,97,"FILLER1","When the new world was first discovered it was found to be, like the old, well stocked with plants and animals.","Was the old world well stocked with plants and animals?",1,3407.95,5498.9,"g",14,196,163,NA,176,371,NA,209,NA,165,153,NA,NA,307,NA,145,295,145,315,NA,NA,156,NA,NA,NA,NA,196,338,0,176,371,0,410,0,165,153,0,0,307,0,145,295,145,315,0,0,156,0,0,0,0,196,338,0,176,371,0,410,0,485,442,0,0,307,0,145,295,145,495,158,229,391,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,0,NA,NA,0,NA,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,1,NA,NA,0,NA,0,0,0,0,NA,NA,1,NA,NA,NA,NA
153,"G_M169",37,98,"FILLER1","Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park.","What was sold at the stand that was shut-down?",1,2839.17,4308.23,"g",37,158,170,NA,396,NA,175,NA,188,200,160,NA,258,NA,216,379,NA,NA,243,NA,NA,NA,241,NA,138,NA,158,170,0,396,0,175,0,188,200,160,0,258,0,216,379,0,0,243,0,0,0,241,0,138,0,323,170,0,396,0,355,0,188,200,160,0,258,0,216,379,0,0,243,0,141,0,444,0,138,0,1,0,NA,0,NA,1,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,1,NA,0,NA,0,NA,0,1,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA
153,"G_M169",58,99,"FILLER1","An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.","When in the process should we determine whether microbes were introduced?",1,5216.57,8001.68,"g",58,NA,168,327,208,196,NA,228,NA,176,NA,314,211,NA,203,257,298,211,183,NA,293,78,NA,NA,NA,NA,0,168,327,208,196,0,228,0,176,0,314,211,0,203,257,298,211,183,0,293,78,0,0,0,0,226,232,516,792,415,0,228,263,423,0,462,456,163,432,257,298,457,183,222,683,78,0,0,0,0,1,1,0,1,0,NA,0,1,1,NA,0,1,1,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,1,NA,0,NA,1,NA,1,0,NA,1,0,0,0,0,NA,1,1,NA,NA,NA,NA
153,"G_M169",43,100,"FILLER1","Lady Gaga's YouTube account was suspended Thursday.","What account was suspended on Thursday?",1,2839.38,2256.3,"g",43,201,492,254,NA,220,192,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,492,254,0,220,192,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,492,254,0,367,192,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",17,101,"FILLER1","John Thornton asked little of man or nature.","Did John Thorton expect a lot from other people?",1,3076.06,3927.17,"g",17,NA,163,359,165,209,NA,190,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163,359,165,209,0,190,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,798,472,416,209,188,376,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",75,102,"FILLER1","Proper ventilation will make a backdraft less likely.","Would proper ventilation reduce backdraft?",1,2353.66,3923.74,"g",75,177,166,NA,153,NA,202,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,359,0,153,0,393,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,359,378,153,232,580,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",86,103,"FILLER2","For centuries, time was measured by the position of the sun with the use of sundials.","Were sundials used for centuries?",1,2076.14,4648.22,"g",86,222,118,218,198,NA,283,NA,219,208,NA,NA,273,NA,163,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,118,218,372,0,283,0,219,332,0,0,273,0,163,85,0,0,0,0,0,0,0,0,0,0,222,118,218,372,0,283,0,219,332,0,0,462,0,163,311,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",79,104,"FILLER2","The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.","Were the wraps around the girl's feet tighter after they were re-wrapped?",1,3764.86,4456.89,"g",79,NA,311,204,184,242,139,NA,151,186,NA,209,284,NA,166,164,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,494,204,184,242,139,0,151,288,0,209,284,0,166,164,201,0,0,0,0,0,0,0,0,0,0,494,204,369,242,385,0,151,288,0,209,284,0,330,331,201,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,NA,0,0,NA,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,0,0,NA,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",92,105,"FILLER2","The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.","Did the astronauts move the container by themselves?",1,2081.53,7881.09,"g",92,185,176,237,180,172,246,215,NA,354,NA,164,381,250,NA,161,201,169,NA,614,NA,NA,NA,NA,NA,NA,185,414,422,180,172,246,215,0,354,0,341,381,250,0,161,201,169,0,614,0,0,0,0,0,0,185,901,422,487,172,670,215,0,354,184,558,381,250,0,461,359,169,131,887,0,0,0,0,0,0,NA,1,0,1,0,0,0,NA,0,1,0,0,0,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,NA,0,NA,1,0,0,NA,0,0,0,NA,1,NA,NA,NA,NA,NA,NA
153,"G_M169",94,106,"FILLER2","Very similar, but even more striking, is the evidence from athletic training.","Is athletic training the only source of evidence?",1,2144.41,3294.14,"g",94,192,138,NA,NA,156,374,NA,NA,169,NA,162,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,357,0,0,156,374,0,0,169,0,162,117,0,0,0,0,0,0,0,0,0,0,0,0,0,192,509,0,161,156,374,0,0,361,255,162,117,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,1,0,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",90,108,"FILLER2","It was a forbidding challenge, and it says much for Winstanley's persuasive abilities, not to mention his self-confidence.","What better describes Winstanley?",0,2288.25,7448.98,"g",90,NA,179,NA,174,194,188,114,NA,162,NA,380,NA,256,230,208,NA,193,370,NA,NA,NA,NA,NA,NA,NA,0,363,0,174,194,188,114,0,162,0,1048,0,256,230,208,0,349,370,0,0,0,0,0,0,0,0,363,0,799,1027,351,114,0,162,0,1048,0,256,230,208,0,349,370,0,0,0,0,0,0,0,NA,0,NA,1,1,0,0,NA,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,1,NA,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",80,109,"FILLER2","With schools still closed, cars still buried and streets still blocked by the widespread weekend snowstorm, officials are asking people to help out.","What happened to the area?",1,2080.3,7292.4,"g",80,162,210,186,NA,207,263,NA,236,NA,182,205,NA,248,166,198,148,391,265,144,NA,267,NA,NA,NA,NA,162,210,476,0,399,451,0,414,0,182,205,0,248,166,486,148,391,265,144,0,267,0,0,0,0,381,210,476,0,399,451,200,414,0,182,205,0,248,166,486,148,391,393,144,242,267,0,0,0,0,1,0,0,NA,0,0,1,0,NA,0,0,NA,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,1,NA,0,0,NA,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA
153,"G_M169",96,110,"FILLER2","Steam sterilization is limited in the types of medical waste it can treat, but is appropriate for laboratory substances.","What is steam sterilization good for?",1,2658.5,7096.47,"g",96,167,317,497,NA,450,NA,234,195,208,217,217,NA,237,183,NA,157,168,NA,299,NA,NA,NA,NA,NA,NA,167,317,497,0,450,0,234,195,208,217,217,0,237,183,0,157,168,0,299,0,0,0,0,0,0,331,317,497,230,450,0,234,195,208,217,217,0,655,183,95,362,168,0,299,155,0,0,0,0,0,1,0,0,1,0,NA,0,0,0,0,0,NA,1,0,1,0,0,NA,0,1,NA,NA,NA,NA,NA,0,0,0,NA,1,NA,0,0,0,0,0,NA,0,1,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA
153,"G_M169",88,111,"FILLER2","From coal to cars, Chinese floods tangle supply chains worldwide.","Do the floods have a global economic effect?",1,3130.67,5087.9,"g",88,168,167,289,NA,278,372,233,183,234,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,355,289,0,561,544,233,183,234,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,478,289,0,561,544,233,421,234,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"G_M169",84,112,"FILLER2","This new film marks 10 years since the death of the superstar.","How long has the artist passed away?",0,9657.57,5284.94,"g",84,224,232,257,NA,224,251,NA,218,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,232,257,0,224,251,0,218,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,232,257,0,224,251,0,402,177,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",26,1,"MVRR_AMB","The suspect sent the file deserved further investigation given the new evidence.","Did the suspect send the file to someone?",1,3267.92,9177.98,"g",26,NA,NA,NA,NA,120,194,154,201,173,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,120,194,154,201,173,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,532,876,476,1959,802,710,316,465,186,493,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",12,2,"MVRR_AMB","The corrupt politician handed the bill received unwelcome attention from southern voters.","Did the politician hand the bill to someone?",1,4451.39,12950.25,"g",12,NA,335,228,202,NA,241,202,105,245,NA,165,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,335,228,202,0,241,411,105,367,0,165,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1297,1404,580,787,1595,1164,1115,0,1457,310,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,1,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",72,3,"MVRR_UAMB","The woman who was brought the mail disappeared mysteriously after reading the bad news in it.","Did the woman receive the mail?",1,3575.04,6679.82,"g",71,202,NA,167,194,NA,NA,157,100,189,133,NA,182,NA,359,397,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,0,167,194,0,0,157,100,189,133,0,182,0,359,397,510,0,0,0,0,0,0,0,0,0,202,0,461,194,403,182,495,541,189,133,0,182,0,359,397,510,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,1,1,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",53,5,"MVRR_UAMB","The new doctor who was offered the operation appeared increasingly likely to succeed in her career.","Did the doctor offer the operation to someone?",1,2819.66,6300.54,"g",53,NA,NA,NA,NA,133,210,NA,169,117,282,NA,259,93,NA,177,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,133,210,0,386,117,517,0,259,93,0,177,178,0,0,0,0,0,0,0,0,0,0,0,386,189,341,617,324,800,734,517,0,394,93,0,177,178,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,1,1,0,0,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,1,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",88,5,"UNAGREE","Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.","Do the clients always look comfortable in the courtroom?",1,2595.92,4079.93,"g",87,NA,NA,123,NA,179,176,218,340,261,NA,187,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,123,0,179,176,218,340,261,0,187,110,0,0,0,0,0,0,0,0,0,0,0,0,0,569,168,645,0,179,176,218,340,261,184,187,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",19,6,"NPZ_AMB","After the professor read the grant gained more attention due to her excellent description.","Who or what got a lot of attention?",1,2444.63,23722.38,"g",19,NA,NA,148,NA,188,192,242,126,194,NA,167,NA,238,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,280,0,188,192,468,126,194,0,167,0,238,199,0,0,0,0,0,0,0,0,0,0,0,817,231,1800,2069,3037,3043,4186,1539,719,0,167,160,418,564,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,1,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",94,7,"AGREE","Whenever the nurse calls, the doctor stops working immediately to check on the patient.","Does the nurse call the patient?",1,1639.86,3571.64,"g",93,NA,NA,148,270,NA,210,166,170,NA,172,NA,166,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,148,270,0,210,334,170,0,172,0,166,205,0,0,0,0,0,0,0,0,0,0,0,0,174,130,148,270,0,210,334,170,0,172,530,166,412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,NA,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",8,8,"NPZ_AMB","Because the mechanic stopped the truck needed several more hours before it could be fully repaired.","Did the mechanic stop the truck?",0,2658.8,10931.71,"g",8,NA,NA,140,194,NA,208,234,95,312,108,186,NA,NA,107,185,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,140,194,0,208,234,310,312,108,186,0,0,107,185,200,0,0,0,0,0,0,0,0,0,325,345,1182,1213,579,673,808,792,467,403,380,0,482,304,387,444,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,1,0,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",54,9,"NPZ_UAMB","After the guitarist began, the song failed dramatically because he skipped the sound check.","Did the guitarist complete the sound check?",1,1574.2,3738.76,"g",54,NA,NA,172,170,245,NA,231,296,NA,198,157,NA,282,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,172,170,245,0,231,442,0,198,157,0,282,156,0,0,0,0,0,0,0,0,0,0,0,0,179,670,335,245,0,231,442,0,198,157,0,282,156,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,0,0,NA,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",36,10,"MVRR_AMB","The player paid the bonus remained essentially the same despite his sudden fame and wealth.","Did the player pay the bonus to someone?",1,3075.14,7808.16,"g",36,NA,214,183,NA,NA,147,273,NA,261,NA,250,218,NA,117,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,214,183,0,0,147,273,0,261,0,250,218,0,117,642,0,0,0,0,0,0,0,0,0,0,0,371,426,101,153,1473,450,0,261,0,250,644,338,438,791,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,1,1,0,NA,0,NA,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1,NA,0,NA,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",82,10,"UNAGREE","After the worst team loses, the tournaments remains essentially the same for the rest of the year.","Does the loss of the worst team matter to the tournaments?",1,4521.02,8820.83,"g",81,NA,167,191,211,181,NA,218,362,220,NA,332,NA,NA,191,NA,277,188,NA,NA,NA,NA,NA,NA,NA,NA,0,167,294,211,181,0,218,362,220,0,332,0,0,191,0,277,188,0,0,0,0,0,0,0,0,92,428,1159,552,704,140,735,928,422,0,332,232,0,591,0,456,334,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,NA,0,0,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,0,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",74,11,"NPS_AMB","The recent hire claimed the job prepared many students for careers in media.","Did the hire believe the job helped students?",1,2300.99,5819.9,"g",73,NA,188,139,171,161,NA,151,241,NA,NA,228,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188,139,171,161,0,151,241,0,0,228,0,200,0,0,0,0,0,0,0,0,0,0,0,0,207,615,722,508,430,209,374,241,0,374,681,0,358,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,1,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",56,12,"MVRR_UAMB","The assistant manager who was assigned the training seemed unnecessarily demanding to new staff.","Was the assistant manager being harsh?",1,2275.79,10572.18,"g",56,NA,NA,146,156,NA,251,NA,80,178,183,127,194,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,146,156,0,251,0,375,178,872,127,194,0,135,0,0,0,0,0,0,0,0,0,0,0,0,689,702,488,0,927,444,1644,617,1497,464,194,610,135,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,NA,1,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",49,13,"NPZ_UAMB","Although the mayor changed, the document provided sufficient evidence for what he had promised.","Did the mayor change the document?",0,3212.63,6267.55,"g",49,155,NA,NA,283,NA,279,144,278,111,125,NA,NA,207,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0,0,283,0,279,324,278,111,125,0,0,207,231,0,0,0,0,0,0,0,0,0,0,0,333,184,0,655,0,548,513,466,212,295,371,429,307,587,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,NA,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",65,14,"NPS_UAMB","The basketball player mentioned that the contract created another controversy in the NBA.","Were there already controversies in the NBA?",1,2001.61,3239.79,"g",64,NA,184,198,275,NA,199,193,249,191,244,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,184,198,275,0,199,193,461,191,244,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,184,314,275,0,199,382,461,191,244,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,NA,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",84,14,"UNAGREE","After the diplomat signs, the agreements creates another border conflict as a side effect.","Do the agreements lead to peace?",1,1509.94,6938.04,"g",83,157,NA,145,252,NA,263,395,179,223,162,NA,NA,156,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,0,322,252,0,263,395,179,430,162,0,0,156,201,0,0,0,0,0,0,0,0,0,0,0,157,0,499,252,272,644,1742,1016,634,314,0,185,156,201,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,1,1,0,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,1,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"G_N007",96,15,"AGREE","Whenever the reporter moves, the camera requires constant adjustment from the director.","Does the director move the camera?",1,1983.98,4700.98,"g",95,172,167,NA,148,258,82,252,286,238,170,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,167,0,148,258,82,252,286,238,170,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,172,167,635,490,258,285,252,286,238,475,287,424,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,1,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
