"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","gpR1","gpR2","gpR3","gpR4","gpR5","gpR6","gpR7","gpR8","gpR9","gpR10","gpR11","gpR12","gpR13","gpR14","gpR15","gpR16","gpR17","gpR18","gpR19","gpR20","gpR21","gpR22","gpR23","gpR24","gpR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
164,"G_N079",84,111,"FILLER2","From coal to cars, Chinese floods tangle supply chains worldwide.","Do the floods have a global economic effect?",1,4999.84,7423.49,"g",82,NA,NA,151,255,237,219,319,367,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,151,255,237,219,319,367,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,255,237,219,319,367,0,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,151,255,577,524,610,758,416,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"G_N079",90,112,"FILLER2","This new film marks 10 years since the death of the superstar.","How long has the artist passed away?",1,2080.49,2316.9,"g",88,147,NA,263,NA,283,194,NA,183,222,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,0,263,0,283,194,0,183,222,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,263,0,283,194,0,183,222,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,263,0,283,194,0,183,222,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",36,73,"FILLER1","There are now rumblings that Apple might soon invade the smart watch space, though the company is maintaining its customary silence.","Which market is Apple rumored to enter?",1,1384.38,4068.81,"g",36,NA,175,NA,178,207,NA,NA,338,372,NA,356,230,NA,NA,242,NA,NA,231,NA,253,177,131,NA,NA,NA,0,175,0,178,287,0,0,338,451,0,356,230,0,0,242,0,0,231,0,446,177,131,0,0,0,0,175,0,272,287,0,0,338,451,0,356,230,0,0,339,0,0,231,0,446,177,131,0,0,0,0,175,94,178,287,0,0,338,451,0,356,230,0,97,242,0,0,231,0,446,177,131,0,0,0,NA,NA,1,0,0,NA,NA,0,0,NA,0,0,NA,1,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0,NA,1,0,NA,NA,0,0,NA,0,0,NA,NA,1,NA,NA,0,NA,0,0,NA,NA,NA,NA
165,"G_N097",69,74,"FILLER1","A bill was drafted and introduced into Parliament several times but met with great opposition, mostly from farmers.","Who hates the bill most?",1,2171.9,3979.2,"g",69,NA,NA,149,200,NA,252,330,206,NA,156,NA,192,NA,211,93,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,0,0,149,200,0,252,330,206,0,156,0,296,0,211,93,0,0,164,0,0,0,0,0,0,0,0,0,316,200,0,252,330,206,0,156,0,296,0,433,93,0,0,421,0,0,0,0,0,0,0,0,167,149,200,0,252,330,206,0,156,123,296,62,248,93,176,0,245,0,0,0,0,0,0,0,NA,1,NA,0,NA,0,0,0,NA,0,1,0,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,0,NA,0,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",25,75,"FILLER1","The human body can tolerate only a small range of temperature, especially when the person is engaged in vigorous activity.","At which point are people resistent to a wider range of temperature?",1,3618.47,3914.94,"g",25,NA,215,NA,223,218,NA,NA,184,158,NA,207,95,NA,NA,195,NA,183,NA,278,NA,NA,NA,NA,NA,NA,0,215,0,349,218,0,0,184,158,0,207,203,0,0,195,0,183,0,278,0,0,0,0,0,0,0,215,0,349,218,0,0,184,158,0,421,203,0,0,195,0,183,0,278,0,0,0,0,0,0,0,215,0,349,218,0,0,184,372,0,207,203,0,0,195,0,183,0,278,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,1,NA,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,1,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA
165,"G_N097",39,76,"FILLER1","Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.","Did the man escape Peter's attempt to attack?",1,2445.47,5202.59,"g",39,NA,183,265,87,NA,165,180,NA,NA,295,NA,308,NA,175,128,NA,332,NA,NA,241,200,NA,161,166,NA,0,183,265,87,0,165,180,0,0,295,0,308,0,175,128,0,332,0,0,241,200,0,161,166,0,0,900,265,87,0,315,723,0,0,295,0,308,0,175,128,0,508,0,0,241,200,0,161,166,0,413,487,265,87,427,165,446,0,0,295,0,308,0,175,128,176,332,0,0,241,200,0,161,166,0,1,0,0,0,1,0,0,NA,NA,0,NA,0,NA,0,0,1,0,NA,NA,0,0,NA,0,0,NA,NA,1,0,0,NA,1,1,NA,NA,0,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0,NA,NA
165,"G_N097",21,77,"FILLER1","Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.","Did Larson see more than one opportunity?",1,2376.28,7845.98,"g",21,190,214,89,353,255,NA,202,139,NA,209,NA,208,NA,NA,196,NA,NA,231,NA,127,NA,NA,NA,NA,NA,190,214,89,353,255,0,202,139,0,209,0,208,0,0,196,0,0,231,0,324,0,0,0,0,0,190,214,89,353,255,0,202,139,0,209,0,208,0,0,196,0,0,368,0,3285,0,0,0,0,0,190,743,315,896,830,0,515,438,0,436,0,208,71,0,365,137,89,433,0,483,0,0,0,0,0,NA,1,0,1,1,NA,0,1,NA,0,NA,0,0,NA,0,1,1,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA
165,"G_N097",10,78,"FILLER1","Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.","Is the leader cocnered about the weather?",1,2633.82,3746.76,"g",10,NA,300,NA,279,NA,244,230,220,NA,162,231,121,214,NA,113,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,0,300,0,279,0,244,230,220,0,162,231,121,214,0,405,0,217,0,0,0,0,0,0,0,0,0,300,0,279,0,244,230,220,0,318,231,121,214,0,405,0,217,0,0,0,0,0,0,0,0,0,300,0,279,0,244,230,220,156,162,231,121,214,0,405,0,217,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,1,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",16,79,"FILLER1","Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.","Was Greg Anderson asked to testify?",1,1927.91,4493.8,"g",16,NA,236,234,NA,180,NA,NA,NA,194,197,NA,190,172,NA,232,NA,59,162,NA,NA,NA,NA,NA,NA,NA,0,236,234,0,293,0,0,0,194,316,0,190,172,0,232,0,59,162,0,0,0,0,0,0,0,0,236,234,0,293,0,0,0,275,751,0,190,172,0,232,0,514,162,0,0,0,0,0,0,0,0,236,234,0,293,0,81,233,194,518,0,190,172,296,232,0,218,162,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,1,1,0,0,NA,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,1,1,NA,0,0,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",65,80,"FILLER1","Owls are more flexible than humans because a bird's head is only connected by one socket pivot.","Are humans less flexible than owls?",1,1554.4,3969.97,"g",65,NA,214,141,191,NA,NA,312,NA,NA,276,NA,169,183,NA,196,167,111,NA,NA,NA,NA,NA,NA,NA,NA,0,214,141,191,0,0,312,0,0,276,0,169,183,0,196,329,111,0,0,0,0,0,0,0,0,0,409,141,191,0,0,773,0,0,276,0,169,183,0,570,329,245,0,0,0,0,0,0,0,0,195,214,141,191,0,238,535,0,0,276,0,169,444,0,443,329,111,0,0,0,0,0,0,0,0,1,NA,0,0,NA,1,0,NA,NA,0,NA,0,1,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,1,NA,NA,0,NA,0,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",73,81,"FILLER1","Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity?",1,3724.94,1846.63,"g",73,NA,167,NA,204,208,251,NA,137,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0,204,208,251,0,137,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,204,208,251,0,137,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,204,208,251,0,137,144,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",53,82,"FILLER1","Buck did not like it, but he bore up well to the work, taking pride in it.","How did Buck deal with his job?",1,1409.88,3910.13,"g",53,NA,227,218,106,NA,166,NA,194,NA,147,NA,226,NA,269,68,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,0,227,218,106,0,302,0,194,0,147,0,226,0,269,68,0,0,87,0,0,0,0,0,0,0,0,351,218,106,0,302,0,194,0,147,0,324,0,269,1046,0,0,87,0,0,0,0,0,0,0,124,227,218,399,0,302,0,434,0,257,98,226,95,269,308,0,0,87,0,0,0,0,0,0,0,1,NA,0,1,NA,0,NA,0,NA,0,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,0,NA,0,NA,1,NA,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",29,83,"FILLER1","These days, neuroscience is beginning to catch up to musicians who practice mentally.","Is neuroscience making progress in understanding how musicians can practice mentally?",1,2278.34,2432.82,"g",29,NA,329,274,229,NA,187,NA,144,NA,213,NA,240,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,329,274,229,0,187,0,144,0,213,0,240,222,0,0,0,0,0,0,0,0,0,0,0,0,0,329,274,229,0,187,0,144,0,213,0,240,222,0,0,0,0,0,0,0,0,0,0,0,0,0,329,274,229,0,187,0,144,0,213,0,240,222,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",31,84,"FILLER1","Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.","Why would the neighbors feel inferior?",1,2360.61,10307.93,"g",31,NA,339,230,NA,NA,278,427,213,139,157,NA,NA,232,188,209,NA,407,NA,NA,280,NA,NA,149,NA,572,0,339,230,0,0,278,427,213,139,157,0,0,232,188,209,0,407,0,0,280,0,0,149,0,572,0,339,230,0,0,278,427,1467,139,157,0,0,232,426,209,0,407,0,0,280,0,0,3821,0,572,992,659,996,0,540,541,914,213,359,441,0,457,232,362,209,122,407,146,0,472,0,201,149,0,572,1,1,1,NA,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,1,0,0,NA,NA,0,1,0,NA,0,NA,NA,0,NA,NA,1,NA,NA
165,"G_N097",77,85,"FILLER1","Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.","What do most people think about binge drinking?",1,2738.65,3384.97,"g",77,NA,191,395,NA,228,192,213,NA,143,155,NA,NA,220,160,NA,NA,301,NA,104,NA,NA,NA,NA,NA,NA,0,191,395,0,228,192,213,0,143,155,0,0,220,160,0,0,301,0,104,0,0,0,0,0,0,0,691,395,0,228,192,213,0,143,155,0,0,220,160,0,0,301,0,104,0,0,0,0,0,0,225,466,395,0,228,192,213,0,143,155,0,0,220,160,0,0,301,0,104,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",23,86,"FILLER1","When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.","Are skunks inclined to face forward when attacked?",1,1774.16,3611.25,"g",23,NA,352,NA,278,222,130,NA,NA,198,120,NA,192,109,NA,200,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,0,352,0,278,222,130,0,0,198,120,0,357,109,0,200,0,184,0,0,0,0,0,0,0,0,0,352,0,278,222,130,0,0,361,120,0,357,109,0,200,0,184,0,0,0,0,0,0,0,0,0,352,0,278,222,130,163,0,198,120,0,357,109,0,200,0,184,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,1,0,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",67,87,"FILLER1","All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.","Are electrical singals in our brain always correct?",1,3398.88,3604.5,"g",67,189,NA,175,NA,296,NA,187,211,NA,83,272,256,179,158,NA,229,NA,173,NA,NA,NA,NA,NA,NA,NA,189,0,175,0,577,0,187,355,0,83,272,256,179,158,0,229,0,173,0,0,0,0,0,0,0,189,0,409,0,577,0,187,355,0,83,272,256,179,158,0,229,0,173,0,0,0,0,0,0,0,189,234,175,0,577,0,187,355,0,83,272,256,179,158,0,229,0,173,0,0,0,0,0,0,0,NA,1,0,NA,0,NA,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,NA,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",12,88,"FILLER1","There often seems to be more diving in soccer than in the Summer Olympics.","Do people frequently dive in soccer?",1,2680.07,2523.17,"g",12,NA,345,NA,291,NA,368,64,NA,253,224,NA,NA,192,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,345,0,291,0,368,64,0,253,224,0,0,192,77,0,0,0,0,0,0,0,0,0,0,0,0,345,0,291,0,368,64,0,253,224,0,0,192,77,0,0,0,0,0,0,0,0,0,0,0,0,345,0,291,0,368,64,0,253,224,0,0,192,77,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",33,89,"FILLER1","Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.","How would one describe Susan?",1,1830.7,3250.26,"g",33,NA,259,203,NA,276,NA,182,NA,106,NA,NA,251,NA,255,NA,NA,168,NA,236,NA,NA,NA,NA,NA,NA,0,259,203,0,276,0,182,0,106,0,0,251,0,255,0,0,168,0,236,0,0,0,0,0,0,0,259,203,0,276,0,182,0,670,0,0,408,0,255,0,0,168,0,236,0,0,0,0,0,0,0,259,203,0,276,266,334,0,252,0,157,251,0,255,0,0,168,0,236,0,0,0,0,0,0,NA,NA,0,NA,0,1,0,NA,0,NA,1,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,1,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",18,90,"FILLER1","Unfortunately, for every six water bottles we use, only one makes it to the recycling bin.","What is the average recycling rate?",1,2680.25,2598.21,"g",18,122,247,NA,NA,166,NA,214,NA,245,NA,NA,316,49,NA,146,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,247,0,0,166,0,214,0,245,0,0,316,49,0,146,108,0,0,0,0,0,0,0,0,0,122,247,0,0,494,0,214,0,245,0,0,316,49,0,146,108,0,0,0,0,0,0,0,0,0,122,247,220,108,166,0,214,0,245,0,0,316,49,0,146,108,0,0,0,0,0,0,0,0,0,NA,0,1,1,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",63,91,"FILLER1","As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","As you enter Colombia, do you need to declare cash in excess of fifteen thousand dollars?",0,3463.56,4904.92,"g",63,NA,236,NA,163,212,186,NA,249,NA,199,NA,NA,139,NA,142,NA,278,148,NA,223,733,NA,NA,NA,NA,0,236,0,163,212,294,0,249,0,199,0,0,139,0,142,0,278,148,0,223,733,0,0,0,0,0,478,0,163,212,294,0,948,0,199,0,0,139,0,142,0,440,148,0,223,733,0,0,0,0,242,236,196,163,251,294,338,375,0,199,0,0,139,0,304,0,278,148,0,223,733,0,0,0,0,1,NA,1,0,0,0,1,0,NA,0,NA,NA,0,NA,1,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,1,NA,0,NA,NA,0,NA,0,NA,1,0,NA,0,NA,NA,NA,NA,NA
165,"G_N097",49,92,"FILLER1","Stress is a risk factor for both depression and anxiety, he says.","Is stress a risk factor for depression, but not anxiety?",1,2010.53,2614.63,"g",49,NA,NA,NA,191,NA,328,NA,179,NA,165,NA,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,191,0,328,0,338,0,165,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,328,0,338,0,165,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,148,164,0,443,0,328,0,338,0,165,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",44,93,"FILLER1","When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount.","Does common wisdom emphasize a healthy distance to maintain a lasting relationship?",1,1892.1,3819.83,"g",44,NA,323,NA,138,544,NA,200,143,NA,146,NA,168,251,NA,202,NA,161,120,98,NA,NA,348,NA,NA,NA,0,323,0,138,544,0,200,143,0,243,0,347,251,0,202,0,161,120,98,0,0,414,0,0,0,0,323,0,138,544,0,200,143,0,243,0,347,251,0,202,0,161,120,98,0,0,414,0,0,0,0,323,0,138,544,0,200,143,0,243,0,347,251,0,202,0,161,120,98,0,0,414,0,0,0,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,NA,NA
165,"G_N097",55,94,"FILLER1","Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger.","Was half a million livres considered a significant amount of money?",1,1668.1,5801.31,"g",55,200,255,221,NA,191,NA,NA,188,385,NA,185,NA,53,NA,206,147,207,NA,NA,NA,NA,NA,NA,NA,NA,506,255,440,0,308,0,0,188,385,0,356,0,53,0,206,147,207,0,0,0,0,0,0,0,0,506,255,440,0,308,0,0,188,554,0,356,0,53,0,962,262,970,0,0,0,0,0,0,0,0,506,255,440,0,308,0,169,323,527,0,382,208,168,245,641,345,337,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,1,0,NA,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,1,NA,0,NA,0,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
165,"G_N097",27,95,"FILLER1","When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor.","Do frequent travellers sometimes pile clean bath towels on the bathroom floor before checking out of a hotel?",1,2572.75,4550.4,"g",27,95,222,NA,273,NA,514,174,198,NA,NA,230,204,248,NA,196,NA,160,96,NA,NA,229,88,NA,NA,NA,95,222,0,273,0,514,174,198,0,0,230,204,248,0,196,0,160,96,0,0,229,88,0,0,0,95,222,0,273,0,514,174,198,0,0,230,204,248,0,196,0,160,96,0,0,229,88,0,0,0,95,222,0,273,0,514,174,198,0,0,230,204,248,0,196,0,160,96,0,0,229,88,0,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,NA
165,"G_N097",5,96,"FILLER1","Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth has some intersting sidebars.","What makes water boatman distinctive?",1,3663.28,6007.98,"g",5,NA,169,218,293,NA,194,NA,237,96,NA,236,252,NA,220,NA,175,290,NA,233,102,243,192,307,107,NA,0,329,218,293,0,570,0,237,96,0,236,252,0,220,0,175,290,0,233,102,243,192,307,107,0,0,329,480,293,0,570,0,708,96,0,236,252,0,220,0,175,474,0,233,102,243,192,473,107,0,0,591,218,293,0,570,332,376,96,0,236,252,0,220,0,359,290,0,233,102,243,358,307,107,0,NA,1,0,0,NA,0,1,0,0,NA,0,0,NA,0,NA,1,0,NA,0,0,0,1,0,0,NA,NA,0,1,0,NA,0,NA,1,0,NA,0,0,NA,0,NA,0,1,NA,0,0,0,0,1,NA,NA
165,"G_N097",59,97,"FILLER1","When the new world was first discovered it was found to be, like the old, well stocked with plants and animals.","Was the old world well stocked with plants and animals?",1,2605.26,5346.08,"g",59,NA,234,280,197,NA,198,246,NA,326,128,NA,133,NA,159,123,NA,197,168,180,NA,159,NA,NA,NA,NA,0,234,280,483,0,198,246,0,326,128,0,133,0,159,123,0,197,168,180,0,159,0,0,0,0,0,423,280,1529,0,198,246,0,590,128,0,133,0,296,123,0,197,168,180,0,159,0,0,0,0,189,234,594,1215,0,198,246,264,326,128,0,133,137,159,123,0,197,168,180,0,159,0,0,0,0,1,NA,1,0,NA,0,0,1,0,0,NA,0,1,0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,1,0,1,NA,0,0,NA,1,0,NA,0,NA,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA
165,"G_N097",51,98,"FILLER1","Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park.","What was sold at the stand that was shut-down?",1,1832.91,2607.16,"g",51,98,145,NA,208,94,NA,NA,215,243,NA,150,NA,135,NA,206,NA,NA,246,NA,NA,72,NA,NA,190,NA,98,145,0,208,94,0,0,215,243,0,150,0,135,0,206,0,0,246,0,0,72,0,0,190,0,98,302,0,208,94,0,0,215,243,0,150,0,135,0,206,0,0,246,0,0,72,0,0,190,0,255,145,0,208,94,0,0,215,243,0,150,0,135,0,206,0,0,246,0,0,72,0,0,190,0,1,0,NA,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,1,NA,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA
165,"G_N097",47,99,"FILLER1","An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.","When in the process should we determine whether microbes were introduced?",0,5213.01,9946.52,"g",47,NA,298,NA,243,306,NA,222,NA,145,359,173,NA,189,195,NA,234,92,NA,223,156,NA,119,NA,NA,NA,0,298,0,243,306,0,222,0,145,494,173,0,189,195,0,234,92,0,223,156,0,119,0,0,0,0,298,0,690,397,0,222,0,145,494,173,0,189,195,0,234,92,0,223,156,0,4676,0,0,0,0,654,379,334,650,0,222,486,145,724,523,202,573,628,135,819,264,127,605,437,158,119,0,0,0,NA,1,1,1,1,NA,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,NA,NA,NA
165,"G_N097",14,100,"FILLER1","Lady Gaga's YouTube account was suspended Thursday.","What account was suspended on Thursday?",1,2138.55,1302.02,"g",14,272,NA,221,162,182,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,0,221,162,182,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,221,162,182,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,221,162,182,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
